Insurance state,By State,Insurance class,Time Period,Time Period Label,,,,,
Uninsured at the Time of Interview,District of Columbia,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Florida,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Georgia,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Hawaii,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Idaho,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Illinois,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Indiana,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Iowa,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Kansas,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Kentucky,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Louisiana,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Maine,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Maryland,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Massachusetts,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Michigan,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Minnesota,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Mississippi,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Missouri,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Montana,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Nebraska,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Nevada,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,New Hampshire,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,New Jersey,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,New Mexico,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,New York,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,North Carolina,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,North Dakota,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Ohio,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Oklahoma,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Oregon,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Pennsylvania,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Rhode Island,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,South Carolina,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,South Dakota,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Tennessee,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Texas,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Utah,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Vermont,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Virginia,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Washington,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,West Virginia,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Wisconsin,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Wyoming,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Alabama,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Alaska,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Arizona,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Arkansas,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,California,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Colorado,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Connecticut,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Delaware,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,District of Columbia,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Florida,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Georgia,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Hawaii,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Idaho,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Illinois,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Indiana,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Iowa,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Kansas,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Kentucky,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Louisiana,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Maine,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Maryland,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Massachusetts,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Michigan,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Minnesota,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Mississippi,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Missouri,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Montana,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Nebraska,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Nevada,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,New Hampshire,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,New Jersey,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,New Mexico,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,New York,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,North Carolina,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,North Dakota,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Ohio,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Oklahoma,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Oregon,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Pennsylvania,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Rhode Island,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,South Carolina,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,South Dakota,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Tennessee,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Texas,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Utah,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Vermont,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Virginia,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Washington,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,West Virginia,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Wisconsin,1,7,"June 11 - June 16, 2020",,,,,
Public Health Insurance Coverage,Wyoming,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Alabama,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Alaska,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Arizona,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Arkansas,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,California,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Colorado,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Connecticut,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Delaware,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,District of Columbia,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Florida,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Georgia,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Hawaii,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Idaho,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Illinois,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Indiana,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Iowa,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Kansas,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Kentucky,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Louisiana,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Maine,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Maryland,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Massachusetts,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Michigan,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Minnesota,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Mississippi,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Missouri,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Montana,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Nebraska,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Nevada,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,New Hampshire,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,New Jersey,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,New Mexico,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,New York,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,North Carolina,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,North Dakota,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Ohio,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Oklahoma,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Oregon,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Pennsylvania,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Rhode Island,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,South Carolina,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,South Dakota,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Tennessee,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Texas,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Utah,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Vermont,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Virginia,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Washington,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,West Virginia,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Wisconsin,1,7,"June 11 - June 16, 2020",,,,,
Private Health Insurance Coverage,Wyoming,1,7,"June 11 - June 16, 2020",,,,,
Uninsured at the Time of Interview,Alabama,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Alaska,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Arizona,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Arkansas,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,California,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Colorado,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Connecticut,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Delaware,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,District of Columbia,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Florida,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Georgia,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Hawaii,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Idaho,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Illinois,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Indiana,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Iowa,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Kansas,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Kentucky,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Louisiana,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Maine,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Maryland,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Massachusetts,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Michigan,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Minnesota,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Mississippi,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Missouri,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Montana,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Nebraska,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Nevada,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,New Hampshire,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,New Jersey,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,New Mexico,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,New York,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,North Carolina,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,North Dakota,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Ohio,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Oklahoma,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Oregon,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Pennsylvania,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Rhode Island,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,South Carolina,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,South Dakota,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Tennessee,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Texas,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Utah,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Vermont,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Virginia,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Washington,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,West Virginia,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Wisconsin,1,8,"June 18 - June 23, 2020",,,,,
Uninsured at the Time of Interview,Wyoming,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Alabama,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Alaska,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Arizona,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Arkansas,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,California,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Colorado,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Connecticut,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Delaware,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,District of Columbia,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Florida,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Georgia,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Hawaii,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Idaho,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Illinois,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Indiana,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Iowa,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Kansas,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Kentucky,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Louisiana,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Maine,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Maryland,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Massachusetts,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Michigan,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Minnesota,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Mississippi,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Missouri,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Montana,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Nebraska,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Nevada,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,New Hampshire,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,New Jersey,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,New Mexico,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,New York,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,North Carolina,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,North Dakota,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Ohio,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Oklahoma,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Oregon,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Pennsylvania,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Rhode Island,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,South Carolina,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,South Dakota,1,8,"June 18 - June 23, 2020",,,,,
Public Health Insurance Coverage,Tennessee,1,8,"June 18 - June 23, 2020",,,,,
